Bathrooms;Bedrooms;Erf_size;Floor_size;Garages;Listing_date;Listing_number;Pet_friendly;Price;Town;Type_of_property;Garden;Pool;Secure_parking;Parking;No_pets_allowed;Furnished;Flatlet;Fibre_internet;Furnished_optional;ADSL_internet;Satellite_internet;Fixed_wimax_internet;month;year
1.0;2.0;;91.0;;2020-09-15;109118357;1.0;4690000.0;Tamboerskloof, Cape Town;House;1.0;;;;;;;;;;;;9;2020
2.0;3.0;127.0;127.0;;2020-07-11;108860587;;7900000.0;171 Beach Road, Mouille Point, Cape Town;Apartment / Flat;;;1.0;;;;;;;;;;7;2020
1.5;3.0;385.0;;;2020-09-17;109130550;;2200000.0;Sunnyside, Cape Town;House;;;;;;;;;;;;;9;2020
2.0;2.0;;78.0;1.0;2020-07-14;108866749;;4750000.0;Mouille Point, Cape Town;Apartment / Flat;;;;;;;;;;;;;7;2020
1.0;1.0;63.0;;;2020-09-21;109144584;;2200000.0;Sea Point, Cape Town;Apartment / Flat;;;;1.0;1.0;;;;;;;;9;2020
2.0;2.0;203.0;;2.0;2020-06-17;108771756;;6250000.0;Newlands, Cape Town;House;;;;;;;;;;;;;6;2020
1.0;3.0;;112.0;1.0;2020-07-15;108872795;;2950000.0;213 Main Road, Three Anchor Bay, Cape Town;Apartment / Flat;;;;;;;;;;;;;7;2020
1.0;2.0;201.0;201.0;;2020-08-03;108941933;;2195000.0;27 Lytton Street, Observatory, Cape Town;House;1.0;;;1.0;;;;1.0;;;;;8;2020
2.0;2.0;;;1.0;2020-08-06;108956012;;2750000.0;37 Roeland, Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;;1.0;1.0;;;;;;;8;2020
3.0;4.0;1357.0;;4.0;2020-09-18;109136950;;11900000.0;Constantia, Cape Town;House;1.0;1.0;;;;;1.0;;;;;;9;2020
1.0;0.5;;37.0;;2020-09-15;109119548;;1199000.0;Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;1.0;1.0;;;;;;;;9;2020
6.0;6.0;408.0;408.0;;2020-09-04;109066136;;8700000.0;13 Kelvin St, Oranjezicht, Cape Town;House;1.0;;;2.0;;;;;;;;;9;2020
1.0;1.0;;55.0;;2020-09-04;109066231;;1995000.0;Mouille Point, Cape Town;Apartment / Flat;;;;;;;;;;;;;9;2020
1.5;3.0;240.0;140.0;;2020-09-07;109074742;1.0;3200000.0;Claremont, Cape Town;House;1.0;;;2.0;;;;;;;;;9;2020
3.5;4.0;518.0;;2.0;2020-09-11;109108103;;7500000.0;Devils Peak Estate, Cape Town;House;;1.0;;4.0;1.0;;;;;;;;9;2020
2.0;2.0;77.0;77.0;1.0;2020-08-13;108985812;;1950000.0;83 Castle Street, Cape Town City Centre, Cape Town;Apartment / Flat;;;;;;;;;;;;;8;2020
1.5;2.0;;73.0;;2020-09-10;109102391;;2790000.0;Vredehoek, Cape Town;Apartment / Flat;;1.0;;1.0;1.0;;;;;;;;9;2020
1.5;3.0;480.0;143.0;3.0;2020-09-08;109089472;;1950000.0;Ottery, Cape Town;House;1.0;1.0;;2.0;;1.0;;;;;;;9;2020
1.0;1.0;;52.0;;2020-08-03;108943225;;2200000.0;301 Long Street, Cape Town City Centre, Cape Town;Apartment / Flat;;;;;1.0;;;;;;;;8;2020
7.5;6.0;;;2.0;2020-09-18;109134417;1.0;39950000.0;Camps Bay, Cape Town;House;;1.0;;;;;;;;;;;9;2020
2.0;4.0;207.0;155.0;;2020-07-17;108884313;;5995000.0;23 Saddle Road, Vredehoek, Cape Town;House;1.0;1.0;2.0;;;;;;;;;;7;2020
2.0;2.0;;54.0;;2020-08-13;108983091;1.0;2550000.0;5 Boundary Road, Green Point, Cape Town;Townhouse;1.0;1.0;;2.0;;;;;;;;;8;2020
1.0;3.0;229.0;;;2020-09-21;109144317;1.0;3995000.0;2 Van Ryneveld Road, Vredehoek, Cape Town;House;;1.0;;2.0;;;;;;;;;9;2020
2.0;3.0;;79.0;2.0;2020-09-10;109101441;;1395000.0;Muizenberg, Cape Town;Apartment / Flat;1.0;;;1.0;;;;;;;;;9;2020
1.0;1.0;;42.0;;2020-09-10;109101561;;901320.0;87, 261 Main Road, Diep River, Cape Town;Apartment / Flat;;;1.0;;;;;;;;;;9;2020
2.0;4.0;669.0;131.0;;2020-08-14;108989073;;3495000.0;23 Goldbourne Road, Kenilworth, Cape Town;House;;;;;;;;;;;;;8;2020
2.0;2.0;310.0;;;2020-08-17;108997364;1.0;3495000.0;32 Alpina Road, Claremont, Cape Town;House;;;;2.0;;;;;;;;;8;2020
1.0;1.0;;;;2020-07-14;108868036;;1395000.0;Observatory, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;7;2020
3.0;7.0;404.0;;;2020-01-29;107454655;;4850000.0;10 Nursery Road, Rondebosch, Cape Town;House;1.0;;;4.0;;;;;;;;;1;2020
1.0;3.0;191.0;191.0;2.0;2020-08-02;108939276;1.0;2195000.0;101 Rochester Road, Observatory, Cape Town;House;1.0;;;;;1.0;;1.0;;;;;8;2020
1.0;2.0;193.0;;;2020-08-21;109016685;1.0;3645000.0;15 Mark Rd, Claremont Upper, Cape Town;House;1.0;1.0;;2.0;;;;;;;;;8;2020
1.0;2.0;;58.0;;2020-09-08;109092907;;870000.0;Thornton, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;9;2020
2.5;3.0;;135.0;;2020-08-17;108997087;;2495000.0;2 Olivia Way, Meadowridge, Cape Town;Townhouse;1.0;;;1.0;;;;;;;;;8;2020
1.0;2.0;144.0;;;2020-09-10;109103268;1.0;2995000.0;Woodstock, Cape Town;House;1.0;;;1.0;;;;;;;;;9;2020
3.5;3.0;866.0;;2.0;2020-09-10;107351917;1.0;16500000.0;Constantia Heights, Cape Town;House;1.0;1.0;;5.0;;;;;;;;;9;2020
2.5;3.0;104.0;104.0;2.0;2020-07-23;108903277;1.0;3400000.0;49 Canterbury Sq, Zonnebloem, Cape Town;House;;;;;;;;1.0;;;;;7;2020
1.0;2.0;175.0;;1.0;2020-09-17;109131160;1.0;2350000.0;Observatory, Cape Town;House;1.0;;;;;;;;;;;;9;2020
2.0;2.0;;131.0;;2020-09-03;109063295;1.0;14995000.0;Waterfront, Cape Town;Apartment / Flat;;;;2.0;;;;;;;;;9;2020
4.0;4.0;542.0;227.0;;2020-08-23;109019553;1.0;5875000.0;Claremont Upper, Cape Town;House;1.0;;;4.0;;;;;;;;;8;2020
1.0;2.0;;76.0;1.0;2020-09-10;109100907;1.0;2590000.0;Oranjezicht, Cape Town;Apartment / Flat;;;;;;;;;;;;;9;2020
4.0;4.0;1161.0;;2.0;2020-09-17;109130518;1.0;14000000.0;Constantia, Cape Town;House;;1.0;;4.0;;;;;;;;;9;2020
2.0;3.0;301.0;102.0;1.0;2020-07-31;108937332;;2950000.0;6 Twent Place, Lakeside, Cape Town;House;1.0;1.0;;;;;;;;;;;7;2020
1.0;1.0;;45.0;;2020-09-10;109100144;;2270000.0;117 Strand St, De Waterkant, Cape Town 8001, De Waterkant, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;9;2020
5.0;5.0;481.0;200.0;;2020-09-02;107587720;1.0;5250000.0;Newlands, Cape Town;House;;1.0;;3.0;;;;;;;;;9;2020
1.0;1.0;;;;2020-09-22;109149578;;1199000.0;Rosebank, Cape Town;Apartment / Flat;1.0;;;1.0;;;;;;;;;9;2020
4.0;5.0;482.0;;2.0;2020-09-10;109100485;;1550000.0;Bishop Lavis, Cape Town;House;1.0;1.0;;;;;;;;;;;9;2020
1.0;2.0;;74.0;;2020-09-03;109062616;;1695000.0;Plumstead, Cape Town;Apartment / Flat;;1.0;;1.0;1.0;;;;;;;;9;2020
1.0;2.0;;72.0;;2020-07-31;108935365;1.0;2450000.0;1 Holmfirth Road, Sea Point, Cape Town;Apartment / Flat;;;;;;;;;;;;;7;2020
1.0;;;30.0;;2020-09-04;109066539;;1345000.0;Cape Town City Centre, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;9;2020
5.0;7.0;512.0;;1.0;2020-09-09;109098363;;4995000.0;University Estate, Cape Town;House;1.0;;1.0;6.0;;;1.0;;;;;;9;2020
1.0;2.0;80.0;80.0;;2020-08-01;108937805;1.0;1795000.0;24 Mile End Rd, Diep River, Cape Town;Townhouse;1.0;1.0;;1.0;;;;;;;;;8;2020
2.0;2.0;98.0;145.0;1.0;2020-07-31;108934941;;7795000.0;75. Loader Street, De Waterkant, Cape Town;House;;;;1.0;;;;;;;;;7;2020
2.0;1.0;1804.0;69.0;1.0;2020-07-30;108933083;1.0;1750000.0;19 Parliament Street, Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;;;1.0;;;;;;;7;2020
2.5;3.0;;159.0;1.0;2020-07-31;106513559;;8950000.0;1 Isadore Cohen Place, Camps Bay, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;7;2020
2.0;2.0;98.0;94.0;2.0;2020-07-30;108932719;1.0;3995000.0;26 Bradwell Road, Vredehoek, Cape Town;Apartment / Flat;;;;;;;;1.0;;;;;7;2020
3.5;3.0;511.0;;2.0;2020-07-24;108911145;1.0;7900000.0;91 High Level Road, Green Point, Cape Town;House;1.0;;;;;;;;;;;;7;2020
1.5;2.0;;81.0;1.0;2020-08-18;109000746;;1350000.0;66 Main Road, Plumstead, Cape Town;Apartment / Flat;1.0;;;;;;;;;;;;8;2020
5.5;5.0;1351.0;;2.0;2020-08-24;109024891;;10700000.0;13 Meadow Lane, Constantia, Cape Town;House;1.0;1.0;;;;;;;;;;;8;2020
6.0;6.0;;456.0;1.0;2020-09-21;109143118;1.0;14990000.0;Fresnaye, Cape Town;House;;1.0;;;;;;;;;;;9;2020
1.0;1.0;;67.0;;2020-08-28;109043048;;795000.0;110 Victoria Road, Southfield, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;8;2020
1.0;2.0;;70.0;;2020-08-14;108988722;;2950000.0;173 Buitenkant Street, Gardens, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;8;2020
1.0;;;33.0;;2020-08-06;108959351;;995000.0;51 Rouwkoop, Rondebosch, Cape Town;Apartment / Flat;;;1.0;;;;;;;;;;8;2020
2.0;2.0;;112.0;;2020-09-11;109108917;1.0;6500000.0;Green Point, Cape Town;Apartment / Flat;;;;2.0;;;;;;;;;9;2020
1.0;1.0;;40.0;;2020-07-30;108932753;;;1607 Stonehill Place 9 Marine Street, Foreshore, Cape Town;Apartment / Flat;;1.0;;;;;;;;;;;7;2020
1.0;2.0;;63.0;1.0;2020-08-31;109049571;1.0;1695000.0;Zonnebloem, Cape Town;Apartment / Flat;;1.0;;1.0;;;;;;;;;8;2020
3.0;3.0;429.0;216.0;;2020-07-31;108934260;;41400000.0;11 Marina One Quay Street, Waterfront, Cape Town;Apartment / Flat;1.0;1.0;;;;;;;;;;;7;2020
1.0;4.0;595.0;;;2020-09-21;109141851;1.0;2395000.0;Heathfield, Cape Town;House;1.0;;;4.0;;;1.0;;;;;;9;2020
3.0;5.0;504.0;215.0;2.0;2020-09-08;109091924;1.0;1300000.0;1 Adrian Louw Street, Montevideo, Cape Town;House;1.0;;;4.0;;;;;;;;;9;2020
1.0;1.0;;70.0;1.0;2020-08-28;109042731;;3500000.0;17 Dixon Street, De Waterkant, Cape Town;Apartment / Flat;;;;;;;;;;;;;8;2020
1.0;;;52.0;;2020-07-31;108936762;;2195000.0;Unit 109 Ostende 296 Beach Road, Sea Point, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;7;2020
2.0;5.0;;;;2020-09-10;109104375;;2000000.0;44 Williams Avenue, Grassy Park, Cape Town;House;1.0;;;3.0;;;;;;;;;9;2020
6.0;4.0;;545.0;3.0;2020-08-25;109028370;1.0;23000000.0;Green Point, Cape Town;House;;1.0;;;;;;;;;;;8;2020
1.0;2.0;;97.0;1.0;2020-09-11;109105278;;3600000.0;Green Point, Cape Town;Apartment / Flat;1.0;1.0;;;;;;;;;;;9;2020
1.0;2.0;;70.0;;2020-09-21;108425472;;850000.0;Grassy Park, Cape Town;House;;;;1.0;;;;;;;;;9;2020
2.0;2.0;;65.0;;2020-09-09;109096824;;1450000.0;Plumstead, Cape Town;Apartment / Flat;1.0;;;2.0;;;;;;;;;9;2020
1.0;1.0;;78.0;;2020-08-07;108963822;;1985000.0;105 Evergreen Apartments 7 Erin Road, Rondebosch, Cape Town;Apartment / Flat;1.0;1.0;;1.0;;;;1.0;;;;;8;2020
4.5;4.0;527.0;527.0;2.0;2020-07-30;108932987;;22950000.0;21 Central Drive, Camps Bay, Cape Town;Townhouse;;1.0;;;1.0;1.0;;;;;;;7;2020
2.0;3.0;153.0;153.0;;2020-08-02;108938168;1.0;7495000.0;66 Kloof Rd, Fresnaye, Cape Town;Apartment / Flat;;1.0;;3.0;;;;1.0;1.0;;;;8;2020
6.0;6.0;322.0;240.0;;2020-09-21;109141043;1.0;6990000.0;Walmer Estate, Cape Town;House;1.0;;;1.0;;;;;;;;;9;2020
3.0;4.0;570.0;;3.0;2020-09-19;109139278;1.0;8500000.0;Newlands, Cape Town;House;1.0;;3.0;;;;;;;;;;9;2020
2.0;2.0;;97.0;1.0;2020-09-11;109108054;;6300000.0;Sea Point, Cape Town;Apartment / Flat;;;;1.0;1.0;1.0;;;;;;;9;2020
1.0;3.0;248.0;118.0;2.0;2020-09-03;109060786;1.0;1175000.0;67 7th Street, Kensington, Cape Town;House;;;;2.0;;;;;;;;;9;2020
1.0;1.0;;49.0;1.0;2020-09-03;109064016;;1890000.0;Oranjezicht, Cape Town;Apartment / Flat;;1.0;;;1.0;;;;;;;;9;2020
2.5;3.0;311.0;;2.0;2020-07-24;108908110;1.0;4500000.0;12 Orchard Heights, Newlands, Cape Town;House;;1.0;;;;;;;;;;;7;2020
1.5;3.0;120.0;120.0;1.0;2020-08-20;109011092;1.0;3195000.0;Sea Point, Cape Town;Apartment / Flat;1.0;;;;;;;1.0;;;;;8;2020
3.0;4.0;509.0;180.0;4.0;2020-08-31;109050232;1.0;3600000.0;Rondebosch East, Cape Town;House;;1.0;1.0;;;;;;;;;;8;2020
2.0;2.0;;80.0;;2020-08-25;109027553;1.0;3500000.0;Gardens, Cape Town;Apartment / Flat;;;;2.0;;;;1.0;;;;;8;2020
5.0;7.0;1240.0;500.0;2.0;2020-09-16;109124558;1.0;18380000.0;Llandudno, Cape Town;House;;1.0;;;;;1.0;;;;;;9;2020
3.0;3.0;279.0;;2.0;2020-09-09;109097283;;4495000.0;17 Doordrift Village, Constantia, Cape Town;House;;;;;;;;;;;;;9;2020
1.0;2.0;206.0;110.0;;2020-08-31;109047078;;2175000.0;Observatory, Cape Town;House;;;;2.0;;;;;;;;;8;2020
1.0;;;61.0;;2020-08-03;108941714;1.0;1495000.0;25 Sussex Street, Woodstock, Cape Town;Apartment / Flat;;;1.0;;;;;;;;;;8;2020
4.0;4.0;;280.0;;2020-09-01;109053225;;8400000.0;Cape Town City Centre, Cape Town;Apartment / Flat;;;;2.0;1.0;;;;;;;;9;2020
2.0;3.0;552.0;;1.0;2020-09-15;109121588;1.0;1595000.0;Montana, Cape Town;House;1.0;;;3.0;;;;;;;;;9;2020
2.0;2.0;;140.0;;2020-09-01;109053227;;4200000.0;Cape Town City Centre, Cape Town;Apartment / Flat;;;;1.0;1.0;;;;;;;;9;2020
1.5;2.0;;77.0;;2020-07-30;108929143;;1495000.0;3 Bower Road, Wynberg Upper, Cape Town;Apartment / Flat;1.0;;;1.0;;;;;;;;;7;2020
1.0;2.0;;72.0;;2020-09-18;109137685;1.0;1595000.0;Wynberg, Cape Town;Apartment / Flat;;;;2.0;;;;;;;;;9;2020
1.0;;;36.0;;2020-07-09;108850515;;1395000.0;12 Upper Portswood Road, Green Point, Cape Town;Apartment / Flat;;;1.0;;;;;;;;;;7;2020
1.0;1.0;;43.0;;2020-07-10;108856152;;1875000.0;601 The Eden 14 Trill Road, Observatory, Cape Town;Apartment / Flat;;1.0;;1.0;;;;;;;;;7;2020
2.0;2.0;;66.0;;2020-07-30;108929138;;3200000.0;The Paragon, 423 Main Road, Observatory, Cape Town;Apartment / Flat;;;;1.0;;1.0;;1.0;;;;;7;2020
1.0;2.0;157.0;;;2020-09-03;109064440;;2295000.0;Observatory, Cape Town;House;1.0;;;2.0;;;;;;;;;9;2020
2.0;2.0;;56.0;;2020-07-30;108929141;;2295000.0;The Paragon, 423 Main Road, Observatory, Cape Town;Apartment / Flat;;;;1.0;;;;1.0;;;;;7;2020
2.0;2.0;;89.0;2.0;2020-09-08;109092252;;3700000.0;Sea Point, Cape Town;Apartment / Flat;;;;;1.0;;;;;;;;9;2020
3.5;3.0;511.0;;2.0;2020-07-24;108910289;1.0;7900000.0;91 High Level Road, Green Point, Cape Town;House;1.0;;;;;;;;;;;;7;2020
1.0;2.0;;52.0;;2020-09-07;109072960;;1200000.0;Heathfield, Cape Town;Apartment / Flat;;1.0;;1.0;1.0;;;;;;;;9;2020
1.0;1.0;;51.0;1.0;2020-09-01;109053610;;1870000.0;Cape Town City Centre, Cape Town;Apartment / Flat;;;;;1.0;;;;;;;;9;2020
2.0;5.0;256.0;;;2020-09-14;109113988;1.0;995000.0;Hanover Park, Cape Town;House;;;;4.0;;;1.0;;;;;;9;2020
1.0;2.0;1026.0;75.0;;2020-09-01;109055289;;750000.0;Maitland, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;9;2020
1.5;2.0;;79.0;;2020-09-02;109056319;1.0;2500000.0;Three Anchor Bay, Cape Town;Apartment / Flat;;;;;;;;;;;;;9;2020
2.5;4.0;184.0;;2.0;2020-08-19;109007636;;3395000.0;39k Strubens Rd, Observatory, Cape Town;House;1.0;;;2.0;;;;1.0;;;;;8;2020
4.0;4.0;714.0;;;2020-09-09;109096845;;5900000.0;Claremont, Cape Town;House;1.0;1.0;;;;;;;;;;;9;2020
2.0;3.0;496.0;;1.0;2020-08-17;108996575;;5850000.0;11 Eyton Road, Claremont Upper, Cape Town;House;;;;2.0;;;;;;;;;8;2020
12.0;12.0;;;;2020-09-16;109125375;;19999999.0;2 Ravenscraig Road, Green Point, Cape Town;Townhouse;1.0;;;1.0;;;;1.0;;;;;9;2020
1.5;3.0;121.0;121.0;;2020-09-03;109063435;;2595000.0;Gardens, Cape Town;Apartment / Flat;;;;;;;;;;;;;9;2020
1.0;1.0;;56.0;1.0;2020-08-04;108947604;;1250000.0;53 Ebenezer, Wynberg Upper, Cape Town;Apartment / Flat;;;;;;;;;;;;;8;2020
1.0;1.0;;61.0;;2020-09-08;109089394;;950000.0;Muizenberg, Cape Town;Apartment / Flat;1.0;1.0;;1.0;1.0;;;;;;;;9;2020
1.0;2.0;;71.0;;2020-07-29;108928999;1.0;1980000.0;27 Guildford Road, Rosebank, Cape Town;Apartment / Flat;;1.0;;1.0;;;;1.0;;;;;7;2020
1.5;2.0;94.0;94.0;1.0;2020-09-03;109060586;;2495000.0;Claremont Upper, Cape Town;Apartment / Flat;1.0;1.0;;;;;;;;;;;9;2020
3.5;4.0;874.0;;2.0;2020-08-03;108943810;;8900000.0;3 Ravensberg Avenue, Newlands, Cape Town;House;;;2.0;;;;;;;;;;8;2020
1.0;2.0;;85.0;;2020-08-07;108962454;;1250000.0;205 Palmyra, 58 Galway Road, Heathfield, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;8;2020
1.0;1.0;50.0;50.0;;2020-09-10;109102479;;2500000.0;Cape Town City Centre, Cape Town;Apartment / Flat;;;;1.0;1.0;;;;;;;;9;2020
1.0;1.0;;59.0;1.0;2020-09-04;109068852;;2950000.0;17 Dixon Street, De Waterkant, Cape Town;Apartment / Flat;;;;;1.0;;;;;;;;9;2020
1.0;2.0;;57.0;;2020-09-07;109075828;;1200000.0;18 Hermitage, 4 Hermitage Road, Rosebank, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;9;2020
1.0;1.0;240.0;240.0;2.0;2020-08-12;108978698;;4750000.0;154 Sir Lowry, Cape Town City Centre, Cape Town;Apartment / Flat;;;;;;;;;;;;;8;2020
1.0;1.0;;41.0;;2020-08-21;109017828;;1530000.0;124 Harrington Street, Gardens, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;8;2020
1.0;2.0;150.0;;;2020-09-17;109128876;;695000.0;Pelican Park, Cape Town;House;;;;6.0;;;;;;;;;9;2020
1.0;2.0;;38.0;;2020-08-31;109050087;;1270000.0;Observatory, Cape Town;Apartment / Flat;;;;1.0;1.0;;;;;;;;8;2020
1.0;1.0;1334.0;89.0;1.0;2020-07-29;108928464;1.0;1895000.0;173 Buitenkant Street, Gardens, Cape Town;Apartment / Flat;;;;;;;;;;;;;7;2020
1.5;2.0;;77.0;;2020-08-31;109047386;;1495000.0;4 Bell Road, Harfield Village, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;8;2020
1.0;1.0;;44.0;;2020-09-20;109140513;;2309000.0;Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;;;1.0;;;;;;;;9;2020
1.0;1.0;59.0;59.0;;2020-09-10;109101187;;1495000.0;Rondebosch, Cape Town;Apartment / Flat;1.0;;;1.0;;;;;;;;;9;2020
1.0;;;28.0;;2020-08-04;108949330;;1095000.0;2 Bromwell Street, Woodstock, Cape Town;Apartment / Flat;1.0;1.0;;;;;;1.0;;;;;8;2020
1.5;2.0;;125.0;;2020-09-12;109110524;;2500000.0;Kenilworth Upper, Cape Town;Apartment / Flat;1.0;;;1.0;;;;;;;;;9;2020
1.0;2.0;763.0;65.0;;2020-08-04;108949926;1.0;2200000.0;164 Upper Buitenkant Street, Oranjezicht, Cape Town;Apartment / Flat;1.0;;;;;;;;;;;;8;2020
2.0;2.0;99.0;92.0;;2020-08-02;108920591;1.0;3999000.0;85 Albert Rd, Woodstock, Cape Town;Apartment / Flat;;1.0;;1.0;;;;1.0;1.0;;;;8;2020
1.0;1.0;;52.0;1.0;2020-09-03;109063854;1.0;3300000.0;Sea Point, Cape Town;Apartment / Flat;;1.0;;;;;;;;;;;9;2020
3.0;3.0;464.0;152.0;2.0;2020-09-10;109102283;1.0;8495000.0;Newlands, Cape Town;House;;1.0;;;;;;;;;;;9;2020
3.0;3.0;;92.0;1.0;2020-08-31;109048131;;5000000.0;Sea Point, Cape Town;Apartment / Flat;;;;1.0;;;;;;;;;8;2020
1.0;2.0;;89.0;;2020-09-12;109110558;;2350000.0;Newlands, Cape Town;Apartment / Flat;1.0;;;1.0;;;;;;;;;9;2020
1.5;2.0;;79.0;;2020-09-07;109075305;;1200000.0;Claremont, Cape Town;Apartment / Flat;;;;;;;;;;;;;9;2020
1.0;2.0;;78.0;;2020-09-11;109108717;;3200000.0;Sea Point, Cape Town;Apartment / Flat;;;;;;;;;;;;;9;2020
2.0;3.0;595.0;595.0;1.0;2020-09-08;109088532;;1950000.0;2 Cassandra Road, Pinati, Cape Town;House;;;;;;;;;;;;;9;2020
1.0;2.0;98.0;;1.0;2020-09-20;109140276;1.0;850000.0;Lotus River, Cape Town;House;1.0;;;2.0;;;1.0;;;;;;9;2020
1.0;1.0;;43.0;1.0;2019-11-19;108194883;;1600000.0;64 Long Street, Cape Town City Centre, Cape Town;Apartment / Flat;;;;;1.0;;;;;;;;11;2019
1.0;1.0;;55.0;;2020-08-31;109049190;;1320000.0;Plumstead, Cape Town;Apartment / Flat;;;1.0;;;;;;;;;;8;2020
2.0;6.0;272.0;;1.0;2020-09-21;109142229;;2450000.0;Silvertown, Cape Town;House;1.0;;;1.0;;;;;;1.0;;;9;2020
2.0;2.0;79.0;79.0;1.0;2020-07-30;108932046;;2395000.0;11 High Cape Avenue, Vredehoek, Cape Town;Apartment / Flat;;;;;;;;1.0;;;;;7;2020
1.0;;;36.0;;2019-06-11;107592475;;1250000.0;159 Beach Road, Mouille Point, Cape Town;Apartment / Flat;;;;;1.0;;;;;;;;6;2019
2.0;2.0;347.0;130.0;1.0;2020-08-07;108961313;1.0;3495000.0;125 Myburgh Road, Bergvliet, Cape Town;House;1.0;;;1.0;;;;;;;;;8;2020
3.0;2.0;;214.0;1.0;2020-06-22;108786353;;7995000.0;Camps Bay, Cape Town;Apartment / Flat;;1.0;;;;;;;;;;;6;2020
1.0;2.0;118.0;80.0;;2020-08-31;109046715;1.0;1950000.0;26 Robins Road, Observatory, Cape Town;House;1.0;;;;;;;1.0;;;;;8;2020
2.5;3.0;381.0;130.0;1.0;2020-08-18;109002704;;2650000.0;12 Ruchill Road, Diep River, Cape Town;House;1.0;;;4.0;;;;;;;;;8;2020
1.0;2.0;273.0;64.0;;2020-09-03;109064708;;700000.0;Belhar, Cape Town;House;1.0;;;;;;;;;;;;9;2020
6.0;6.0;4840.0;;2.0;2019-06-27;107647104;1.0;29995000.0;77 Rathfelder Avenue, Constantia, Cape Town;House;1.0;1.0;;;;;;1.0;;;;;6;2019
2.0;3.0;497.0;;;2020-08-13;108984557;1.0;2900000.0;49 Gibson Road, Kenilworth, Cape Town;House;1.0;1.0;;1.0;;;;1.0;;;;;8;2020
2.0;2.0;56.0;;;2020-09-14;109115891;;1895000.0;Cape Town City Centre, Cape Town;Apartment / Flat;;;;;;;;;;;;;9;2020
1.0;2.0;450.0;140.0;1.0;2020-07-07;108840331;1.0;3450000.0;99 Balfour Street, Woodstock, Cape Town;House;;;;;;;;;;;;;7;2020
1.0;2.0;;98.0;;2020-09-02;109047976;;1625000.0;Pinelands, Cape Town;Apartment / Flat;;;;1.0;1.0;;;;;;;;9;2020
2.5;2.0;;118.0;;2020-09-11;109107290;1.0;17995000.0;Bantry Bay, Cape Town;Apartment / Flat;;1.0;;2.0;;1.0;;;;;;;9;2020
1.0;1.0;;75.0;;2020-09-22;109147494;1.0;2250000.0;Green Point, Cape Town;Apartment / Flat;;1.0;;2.0;;;;;;;;;9;2020
4.5;4.0;599.0;275.0;4.0;2020-08-17;108997064;1.0;5995000.0;29 Malcolm Road, Rondebosch, Cape Town;House;;1.0;;;;;;;;;;;8;2020
3.0;3.0;527.0;;1.0;2020-08-21;109015104;;3900000.0;6a Kromboom Road, Rondebosch, Cape Town;House;;1.0;;;;;;;;;;;8;2020
2.0;2.0;;89.0;;2020-07-31;108936363;;2595000.0;20 Wale Street, Cape Town City Centre, Cape Town;Apartment / Flat;;1.0;1.0;;;;;;;;;;7;2020
1.0;2.0;350.0;140.0;1.0;2020-08-04;108945497;;5950000.0;20 Gardenia, Vredehoek, Cape Town;House;1.0;1.0;;;;;;;;;;;8;2020
2.0;3.0;;96.0;1.0;2019-06-07;105720444;1.0;4000000.0;Wynberg Upper, Cape Town;House;;;;1.0;;;;;;;;;6;2019
1.0;2.0;;79.0;;2020-08-12;108977205;;2800000.0;3 Upper Orange Street, Gardens, Cape Town;Apartment / Flat;;;;1.0;;;;1.0;;;;;8;2020
1.0;2.0;;100.0;;2020-07-30;108930062;;2950000.0;7 Ave St Denis, Sea Point, Cape Town;Apartment / Flat;;;;;;;;;;;;;7;2020
3.5;4.0;1357.0;;4.0;2020-09-18;109137405;;11900000.0;102 Rathfelder Avenue, Constantia, Cape Town;House;1.0;;;;;;;;;;;;9;2020
2.0;4.0;660.0;150.0;2.0;2020-09-11;109109296;;3825000.0;26 Myrtle Road, Tokai, Cape Town;House;1.0;1.0;;;;;;;;;;;9;2020
2.0;2.0;;129.0;;2020-08-07;108964673;1.0;7200000.0;20 Cardiff Street, De Waterkant, Cape Town;Apartment / Flat;;;;2.0;;1.0;;1.0;;;;;8;2020
1.0;4.0;130.0;;;2020-08-14;108990079;;1490000.0;8 Rhodesia Square, Woodstock, Cape Town;House;;;;;;;;1.0;;;;;8;2020
1.0;2.0;;;1.0;2020-09-17;109130977;;3750000.0;Sea Point, Cape Town;Apartment / Flat;;;;;;;;;;;;;9;2020
